,datasetid,recordid,record_timestamp,fields.status,fields.descriptionofwork,fields.yearofinstallation,fields.photourl.mimetype,fields.photourl.format,fields.photourl.filename,fields.photourl.width,fields.photourl.id,fields.photourl.height,fields.photourl.thumbnail,fields.sitename,fields.registryid,fields.url,fields.neighbourhood,fields.geom.type,fields.geom.coordinates,fields.photocredits,fields.ownership,fields.artists,fields.siteaddress,fields.artistprojectstatement,fields.geo_local_area,fields.type,fields.primarymaterial,fields.locationonsite,longitude,latitude
108,public-art,89a71f684e5636a70757c77c7b5a7786cbea59fe,2020-06-22T10:31:46.074000+00:00,In place,"As part of Vancouver’s 125th Anniversary, the City of Vancouver commissioned artist Sonny Assu to design a street marker to be installed along Kingsway from Main Street to Boundary Road. The signs mark Kingsway's shared history as an aboriginal foot trail and wagon road. The artwork incorporates the artists signature style of Pop-Culture-meets-Aboriginal Art to make this history visible in our daily lives. 

The marker is installed on both sides of Kingsway and mimics highway signs that identify the route, including a stylized maple leaf using coastal First Nations design elements. The project informs people of the ancient foot trail that connected the Fraser River and what later became New Westminster and False Creek and English Bay. The signs also acknowledge the early colonial history as a wagon road.",2012,application/octet-stream,aspx?AreaId=532&ImageId=711,L1.JPG,300.0,5a456ab315070374927b80cb83414e5e,300.0,False,,532,https://covapp.vancouver.ca/PublicArtRegistry/ArtworkDetail.aspx?ArtworkId=532,,,,Lila Bujold,City of Vancouver,396,,"“As an urban indigenous person calling Vancouver home for many years, I wanted to honour the First Peoples history and Musqueam, Squamish and Tsail-wututh Nations with my work... In a project to acknowledge Vancouver's 125 years, I recognized the inequality in that conception of history. Hidden in plain sight, it seems we forgot to acknowledge the first 9000 years.” - Sonny Assu",,Two-dimensional artwork,Aluminum laminated signs,Installed along Kingsway from Main Street to Boundary Road,-123.1207,49.2827
109,public-art,1fb74d9af3ff8af8193ca970fa1b1cc1d97254a3,2020-06-22T10:31:46.074000+00:00,In place,"Ga'akstalas, carved by Wayne Alfred and Beau Dick in 1991, is based on a design by Russell Smith.",1991,application/octet-stream,aspx?AreaId=534&ImageId=788,LPhoto by Maxime Cyr-Morton - 2013.JPG,300.0,be69d0007e275de4650cb938906ab909,300.0,False,Brockton Point,534,https://covapp.vancouver.ca/PublicArtRegistry/ArtworkDetail.aspx?ArtworkId=534,Stanley Park,,,Maxime Cyr-Morton,City of Vancouver,398;399,Stanley Park,"""We wanted this pole to be a beacon of strength for our young people and show respect for our elders. It is to all our people who have made contributions to our culture."" Beau Dick",,Totem pole,,,-123.1207,49.2827
110,public-art,703eefc05ca5df3a5e0074bf6f8ad89ad151e6fa,2020-06-22T10:31:46.074000+00:00,In place,"This artwork is inspired by over 800 letters that were exchanged between Major Lloyd Augustus of the British Columbia Regiment (Duke of Connaught's Own) and his wife Mary Augustus, while Lloyd was stationed overseas.",2007,,,,,,,,,535,https://covapp.vancouver.ca/PublicArtRegistry/ArtworkDetail.aspx?ArtworkId=535,Downtown,Point,"[-123.1107, 49.279606]",,Privately owned,400;401,620 Beatty Street,,Downtown,Sculpture,Bronze,Adjacent to the British Columbia Regiments's Beatty Street Drill Hall,-123.1107,49.279606
111,public-art,a4f8af592fcc0b0b7a4f10c8ca8f0057212b98e8,2020-06-22T10:31:46.074000+00:00,In place,Three tapered sculptures reach upwards and outward to capture and absorb Vancouver vistas for pedestrians - vistas typically seen only from Coal Harbour penthouses,2012,application/octet-stream,aspx?AreaId=539&ImageId=712,L1.JPG,300.0,8b8c0ca25b966e91bd468b13f3cf3667,300.0,False,Three Harbour Green,539,https://covapp.vancouver.ca/PublicArtRegistry/ArtworkDetail.aspx?ArtworkId=539,Downtown,Point,"[-123.118827, 49.288707]",Jesse Caswell,Three Harbour Green Strata Corporation,83,277 Thurlow Street,"""A composition of three sculptural tree-like towers reach upwards and outwards towards Vancouver’s most desired views: the Mountains, the Park and the Water. The art elements capture distant vistas, absorbing them within the pieces’ inner cores as glowing coloured landscapes. The sculptures’ outer shells simultaneously reflect the local surroundings reaffirming the intimacy, beauty and significance of their immediate urban context."" [http://www.jillanholt.ca/projects/capturing-the-view]",Downtown,Sculpture,"Stainless steel, backlit acrylic, LED's",Public plaza at building entrance,-123.118827,49.288707
112,public-art,909284894d55c04d1ac3bd492b341cc4fed9dd60,2020-06-22T10:31:46.074000+00:00,Removed,"These sculptures are temporarily on display at Queen Elizabeth Park. They are part of a series of works based on hexagonal city planters found around Vancouver and the pattern of the human eye retina and crystal formations. Kerr worked in his studio to shape the smaller pieces of marble weighing from 5,000 to 7,000 pounds. The larger pieces (7,000 - 10,000 pounds) were carved in China under the artist's supervision. The forms are influenced by the shape and contingencies of the stone itself during the carving process. Kerr's sculptures were commissioned by the Public Art Program through a selection process for artworks to celebrate the City's 125th anniversary. The granite and inlay sculpture, entitled Mind Crystal located on the corner of Hamilton and Georgia is a part of this series of works and is a permanent artwork.",2012,application/octet-stream,aspx?AreaId=541&ImageId=436,LAW541-1.jpg,300.0,b88bbfa16032cda9ae73cd4a71d17424,300.0,False,Queen Elizabeth Park,541,https://covapp.vancouver.ca/PublicArtRegistry/ArtworkDetail.aspx?ArtworkId=541,Oakridge,,,Tamara Tosoff - City of Vancouver,,382,Bloedel Conservatory Plaza,"Kerr's sculptures are associated with images and forms that we see around us. His practice is to give new life to these associations through different materials and scale. The sculptures are exquisitely carved and  are visually grounded in modernist architecture, art history and local cultural iconography.",,Sculpture,Granite,Bloedel Conservatory Plaza,-123.1207,49.2827
113,public-art,5f5b45fe7643d7e56c9cea0d4811500b0540aa9a,2020-06-22T10:31:46.074000+00:00,In place,An electronic chandelier with cyan LED bulbs that hangs from a street lamppost. The brightness of each bulb is directly related to the change in exterior moisture and wind. This is monitored by resistance sensors integrated into the metal chandelier frame.,2009,application/octet-stream,aspx?AreaId=544&ImageId=866,LVancouver Convention Centre - Germaine Koh - Candelabrum - Image.JPG,300.0,99f3e779ec160e2cdb69646acaadcb17,300.0,False,Vancouver Convention Centre,544,https://covapp.vancouver.ca/PublicArtRegistry/ArtworkDetail.aspx?ArtworkId=544,Downtown,,,Germaine Koh,Privately owned,395,,,,Site-integrated work,,,-123.1207,49.2827
114,public-art,a4a09ae96fa72dae2c5a81c874a0329243f62d34,2020-06-22T10:31:46.074000+00:00,In place,"The Ironclad Art Manhole Cover Design Challenge was launched in March 2013 and culminated in an exhibition at the Interurban Gallery. The competition invited anyone who lives, works, or goes to school in Vancouver to submit design ideas for new manhole covers. The Public Art Program received more than 1000 entries from Vancouverites of all walks of life and ages. An independent panel of judges reviewed the submissions and short-listed their top-28 choices. From this short-list, the two winning designs were chosen.",2013,application/octet-stream,aspx?AreaId=547&ImageId=442,LAW547-1.jpg,300.0,e74379d060f12df734bad6bc43dfbd83,300.0,False,Various,547,https://covapp.vancouver.ca/PublicArtRegistry/ArtworkDetail.aspx?ArtworkId=547,,,,Nigel Dembicki,City of Vancouver,484,Various,"""Water is a defining element of Vancouver that both imposes a physical definition to the shape of our city and is also a constant ephemeral element of life in Vancouver. Sheets of clouds, drops of rain and masses of water serve as a simple depiction of the cyclical omnipresence water has on the atmosphere, geography and life within our city."" - Nigel Dembicki",,Relief,Cast iron,In the street,-123.1207,49.2827
115,public-art,2b6be3a08aee582f38f54b8bb09aa24b9e816c64,2020-06-22T10:31:46.074000+00:00,In place,Geometric abstraction wall mural.,1972,application/octet-stream,aspx?AreaId=551&ImageId=446,LAW551-1.jpg,300.0,3d00aca6b0f64836a33103fe205412be,300.0,False,Vancouver City Hall,551,https://covapp.vancouver.ca/PublicArtRegistry/ArtworkDetail.aspx?ArtworkId=551,Mount Pleasant,,,Guy Warrington,City of Vancouver,406,"453 West 12th Avenue, Vancouver","Painting and graphic design was a natural extension of Warrington's love of lines and shapes in the built environment. Warrington produced many paintings in his lifetime, including murals such as this colourful geometric abstraction commissioned for the renovation of Vancouver City Hall in 1972.",,Mural,,Elevator Lobby - Subground Level of City Hall (Main Building),-123.1207,49.2827
116,public-art,2370b76c0e137f8bce768a29c8d1d4253a362a9d,2020-06-22T10:31:46.074000+00:00,In place,This landscape design piece was gifted to the citizens of Vancouver from the city of Guangzhou to commemorate the 15th anniversary of the twinning of the two cities. The Western Han Dynasty BelI marks the location of the first Chinese settlement in the lower mainland of BC. It is a replica of one unearthed in 1983 during an excavation in Guangzhou. The original bell dates back over two millennia and symbolizes the age of settlement in the Pearl River delta in Guangzhou.,2001,application/octet-stream,aspx?AreaId=553&ImageId=1058,LIMG_1281.jpg,300.0,a326732fd6960c32ad2e9644a3b48228,300.0,False,,553,https://covapp.vancouver.ca/PublicArtRegistry/ArtworkDetail.aspx?ArtworkId=553,DowntownEastside,Point,"[-123.1051, 49.280031]",,City of Vancouver,195,Centre of Shanghai Alley - Allan Yip Circle,,Downtown,Memorial or monument,,,-123.1051,49.280031
117,public-art,9d147ed1de5f67b34a60585439646af69b269435,2020-06-22T10:31:46.074000+00:00,In place,,2013,application/octet-stream,aspx?AreaId=556&ImageId=686,L1.JPG,300.0,f97280b29b746faaa0d81b2d722370e2,300.0,False,"""The Mark"" on Seymour at Pacific",556,https://covapp.vancouver.ca/PublicArtRegistry/ArtworkDetail.aspx?ArtworkId=556,Downtown,Point,"[-123.1278, 49.274639]",Maureen Smith,Privately owned,396,1372 Seymour Street,,Downtown,Site-integrated work,High-temperature-fixed porcelain enamel on steel,,-123.1278,49.274639
118,public-art,9d9cae61afab87c16c5dec7e7884953b2e20ff00,2020-06-22T10:31:46.074000+00:00,Removed,1 minute digital video,2014,application/octet-stream,aspx?AreaId=579&ImageId=471,LAW579-1.jpg,300.0,8f4744673b26244c43b0a0a739cb69bc,300.0,False,Robson/Granville Screens/CBC Plaza/VanCity Theatre,579,https://covapp.vancouver.ca/PublicArtRegistry/ArtworkDetail.aspx?ArtworkId=579,,Point,"[-123.1197, 49.281374]",Gary Ouimet,City of Vancouver,467,,We see words slowly formed in ink at the end of an old fashioned pen. These words were used by the Canadian Government as an apology to the First Nations peoples for the Residential School programme. The ancient pen represents the historical injustices at the same time as turning the viewer into the writer by carefully observing each word being formed. The chosen phrase tries to quantify the enormity of the numbers of First Nations peoples affected. It is graphic at the same time as being utterly unquantifiable.,Downtown,Media work,Video on digital screen,"789 Granville, 700 Hamilton, 1181 Seymour",-123.1197,49.281374
119,public-art,a1da1dcf67eab354e21333be52df8e0f54fa287c,2020-06-22T10:31:46.074000+00:00,In place,This mural is a series of 12 panels that celebrates the Mi'kmag culture from the East Coast of Canada that features symbols and images from petroglyphs.,2009,application/octet-stream,aspx?AreaId=581&ImageId=1010,LImage - Photo Credit Alan Syliboy - Mural-01up.JPG,300.0,293a80436ec05df04d1e086a03966edf,300.0,False,Trout Lake Community Center,581,https://covapp.vancouver.ca/PublicArtRegistry/ArtworkDetail.aspx?ArtworkId=581,Grandview-Woodland,Point,"[-123.0653, 49.255509]",Alan Syliboy,City of Vancouver,541,3360 Victoria Avenue,"These paintings feature a cross-section of indigenous Mi'kmaq symbols - including baskets made from porcupine quills and images from petroglyphs, such as butterflies, moose and caribou. These twelve 4'x8' panels entitled ""People of the Dawn"" were shortlisted for the Lieutenant Governor's Masterworks Art Award.",Kensington-Cedar Cottage,Mural,"Plywood, Amsterdam Acrylic Paints",Lobby,-123.0653,49.255509
120,public-art,b9a28d2efb6744b42654178e24eb3997de1a1aa4,2020-06-22T10:31:46.074000+00:00,In place,,2009,application/octet-stream,aspx?AreaId=582&ImageId=989,LEastside Murals Crossings 2009.jpg,300.0,c801a3a7a564f5b13e88705a65712889,300.0,False,Koo's Produce,582,https://covapp.vancouver.ca/PublicArtRegistry/ArtworkDetail.aspx?ArtworkId=582,Grandview-Woodland,Point,"[-123.0773, 49.277839]",,Privately owned,148,1265 Adanac Street,,Strathcona,Mural,,"Adanac, east of Clark, on the Adanac bike route",-123.0773,49.277839
121,public-art,10fa13693c8c1d2f6a77dc839a7c9cf62bd644b3,2020-06-22T10:31:46.074000+00:00,In place,Concrete Pavilion,2014,application/octet-stream,aspx?AreaId=591&ImageId=664,LCedric Bomford - Substation Pavillion - Img1 - Photo by Michael Love.JPG,300.0,5483583eadb0a5d0db15ea0dfb86f246,300.0,False,Meccanica,591,https://covapp.vancouver.ca/PublicArtRegistry/ArtworkDetail.aspx?ArtworkId=591,Mount Pleasant,Point,"[-123.10182, 49.270023]",Michael Love,Cressey,486,108 East 1st Avenue,"Substation Pavilion consists of a small structure constructed of board-formed Ductal concrete, steel and glass, with a door that hints at a possible entrance (although in this case it is merely a
decoy). There are windows on two sides, adding to the illusion of some kind of use value implicit to its presence on the site. The windows are utilitarian, institutional, industrial, with frosted security glass containing wire that obscure a direct line of site into the structure. Within the pavilion is a single, dim light. The pavilion sits immediately to the east of the entrance to the Meccanica development on the corner of First Avenue and Quebec Street in Vancouver, BC. The design borrows from the artdeco influenced electrical substations that are interwoven in Vancouver’s urban fabric. The piece looks as if it has been a long-term tenant of the site, as if it belongs to the area and is a relic of an earlier age. The illusion of its permanence is ruptured by a number of elements that disturb a simple and seamless inclusion in the local vernacular. The pavilion’s design references utility and yet as a consequence of the breaking up of vertical relations within the piece it becomes obvious
something else is going on. What possible use could be made of a structure that seems to have no level floor, let alone barely enough room to turn around in? Why would so much attention be paid to the design of such a small and inconsequential piece of infrastructure?
Substation Pavilion’s design hints at the networks of subterranean connections with the rest of the city and with the past of the site itself. The entire area of False Creek consisted of a marshy wetland prior to its infill. This program of ‘reclaiming’ the tidal areas of Vancouver allowed for the development of the rail yards and industrial infrastructure at the east end of False Creek. This established a horizontal approach to looking at and moving through the growing city, tied as it was to these rail lines. The vertical tendencies of this project aim to introduce the rupturing of the quotidian relationship with the horizontal that dominates movement through the city. The strata formed in the soil of the False Creek area carry the history of the settlement of the area. The networks of the rail yards spread the stories of the people passing through them,
creating layers within the cultural memory of the city. Over the years this cultural detritus molds and rots just as the soil and the structures of the area do. Together they form a humus that
contains the mold that supports life in the city, spreading underneath every structure we build and every story we tell. This is a fertile substrate, not one given to decay and destruction. It supports connections and unexpected developments, much as the rhizomorphic systems of a large fungus will remain hidden, spreading underground and only exhibiting its presence once a
year with its short-lived mushroom heads. It is a constantly shifting and ever-present narrative running just below the surface of the city.
Cedric Bomford
October, 2014",Mount Pleasant,Sculpture,Ductal concrete,South side of First Avenue,-123.10182,49.270023
122,public-art,ca05dbcbebf5390499509a9241b8b8445b1d4acc,2020-06-22T10:31:46.074000+00:00,Removed,"This work is to celebrate the history of the natural world and to remember that elk and other four leggings once lived on this exact site and that us the two legged’s should ponder our relations with the natural world. 

The work was commissioned by the City of Vancouver Public Art Program and produced for the Capture Photography Festival. Works for the Canada Line were in the context of the exhibition c̓əsnaʔəm: The City Before the City at the Museum of Vancouver, the Museum of Anthropology and the Musqueam Cultural Centre.",2015,application/octet-stream,aspx?AreaId=592&ImageId=478,LAW592-1.jpg,300.0,664ba6616dd84e5b86ad1fca95e481b7,300.0,False,Canada Line City Centre Station,592,https://covapp.vancouver.ca/PublicArtRegistry/ArtworkDetail.aspx?ArtworkId=592,Downtown,Point,"[-123.1181, 49.282594]",Cam Andrews,,415,West Georgia Street & Granville Street,"When asked to conceive an original work for this downtown site relating to the theme of c̓əsnaʔəm, the city before the city, Dana Claxton considered pre-colonial landscapes and animal nations such as elk, deer, bear, beaver, mink, raccoon, skunk and wolf populations that circulated through these lands by their own natural logic.  In particular, elk forms a crucial aspect of First Nations subsistence and spiritual economies. In the artist’s Lakota Sioux community they hold power as a source of sacred mana integral to ceremonial life. Elk were plentiful in the lower mainland for thousands of years, yet have disappeared in less than two hundred.  Today the local Musqueam people must trade up north and in the interior for elk, as their use remains intrinsic to the society and culture. 

The artist questions: “What does this mean for society today? How are we respecting the “four-leggeds” still among us? What is our relationship with them?  Who is responsible for considering them and making sure they are safe? How do we live with them?”  She asks us to ponder these questions as we look through the grey concrete forest to see the aestheticized elk, alive in a celebration of colour, where it once may have been standing.",Downtown,Two-dimensional artwork,Vinyl on glass,,-123.1181,49.282594
123,public-art,a5f2fa7331090b508628e868b46f06708d58fda2,2020-06-22T10:31:46.074000+00:00,Removed,"Semi-Public is a 3,000 square-foot site for temporary artwork curated and managed by artist-run centre 221A, and funded by the City of Vancouver through a 10 year agreement (2015 -2025) with Bosa Properties as part of the public art requirement for major rezonings.",2015,application/octet-stream,aspx?AreaId=594&ImageId=479,LAW594-1.jpg,300.0,f1e5b08b4875aea4d8c7d880f53e5ec6,300.0,False,Outdoor Site: 221 A Gallery - Union St. & Gore St.,594,https://covapp.vancouver.ca/PublicArtRegistry/ArtworkDetail.aspx?ArtworkId=594,DowntownEastside,Point,"[-123.097363, 49.277893]","Photo by Denis Ha. Courtesy 221A Artist-Run Centre Society, Vancouver",Privately owned,3,271 Union Street,"""Vancouver Especially is a 1:3 scale replica of a mass-produced, Vancouver architectural style of homes known as the ""Vancouver Special"", popularized from 1965 to 1985 with an estimated 10,000 homes built. The scale of the artwork is determined by the $45,000 production budget, comparable to the value of a Vancouver Special in the 1970's. If one were to buy a Vancouver Special with that budget today, it would be tiny (see the small relief in the platform for the actual scale); thus the artwork was multiplied eightfold. Despite it's diminutive presence, the artwork would be most appropriately considered an enlargement of accepted value."" - Courtesty 221A Artist-Run Centre Society, Vancouver",Strathcona,Sculpture,,On a small lot between two buildings at 271 Union Street.,-123.097363,49.277893
124,public-art,944c9f85c0d49bb26a28b9a5ba7443c2ec08ff1d,2020-06-22T10:31:46.074000+00:00,In place,Nail Farm is a public art project that takes the form of a barn ruin on a residential building site. The sculpture serves as a structure to facilitate urban agriculture activity. The deconstructed barn provides all of the required infrastructure in an optimized setting to grow food and plants for the residents of the LIDO development.,2014,application/octet-stream,aspx?AreaId=597&ImageId=1354,LNail farm.JPG,300.0,c21b7b0622d078a694733b3d51b5a563,300.0,False,LIDO,597,https://covapp.vancouver.ca/PublicArtRegistry/ArtworkDetail.aspx?ArtworkId=597,Mount Pleasant,Point,"[-123.101653, 49.270879]",Barbara Cole,Bosa,329,1650 Quebec / 110 Switchmen Street,"At once romantic and fantastic, Nail Farm seeks to reconcile the desire to satisfy city-self and country-self, the inherent drive in urban agriculture. The barn is based on a local gambrel roof barn. It is abstracted to the point where it can be seen more as a lattice system to use for the growth of plants. The implied animal stalls become the grow beds. The entire footprint of the project is covered in 2' deep growing medium and can therefore be used as a ground for
growing anything. Even the paths can potentially be overgrown. It is the aim of the project to provide a unified, total ""planter"" as an interesting alternative to the more typical community garden topology of segregated 'grow boxes'.",Mount Pleasant,Site-integrated work,Rough Sawn Douglas Fir timber,The work is located between the south side of the condo building and the west side of the rental building of the development.,-123.101653,49.270879
125,public-art,86a2b8615b00417004c273c96652ef4eff41c744,2020-06-22T10:31:46.074000+00:00,In place,"3,3m long spawning salmon and a stream of tiny blue lights visible at night marking the lost stream beneath the plaza.",2016,application/octet-stream,aspx?AreaId=599&ImageId=633,LStill Here - Image 01 - fish at night -.JPEG,300.0,a32ad4889c3c51bb563f7d62aa7dc763,300.0,False,Skyway Plaza,599,https://covapp.vancouver.ca/PublicArtRegistry/ArtworkDetail.aspx?ArtworkId=599,Renfrew-Collingwood,Point,"[-123.0499, 49.238699]",Henning Knoetzele,Privately owned - Strata,290,2699 Kingsway,"A stream once flowed here on its way to Renfrew Ravine. The City’s storm-drain still follows the path of the stream beneath us.
It flows into Still Creek where, after many decades of absence, salmon spawn again. This is a place rich with story and memory.

Text credits Skwxu7mesh Snichem (Skhomesh language): T'uy't'tanat (Cease Wyss); Poetry: J. D. Morden, Isaac Rosen-Purcell; Local Memories: Cathie Folkard, The Engelland family, Steve Webb, “East Enders Reunion” group.

Special thanks to Ken Clark, Sarah Rankin, Alex Chisholm, January Wolodarsky, Sanderson Concrete – Jan Arntorp, Jamie Allen and team, BL Lighting, Durante-Kreuk, Henning Knoetzele, Still Moon Arts Society.",Renfrew-Collingwood,Sculpture,"Reinforced concrete, and LED solar beacons","Across the street from Norquay Park, between Earles Road and Slocan Street",-123.0499,49.238699
126,public-art,1ea4ef13eda0fb6d46f7ba184a4167f84b844276,2020-06-22T10:31:46.074000+00:00,In place,Man and woman sitting on a bench.,2013,application/octet-stream,aspx?AreaId=607&ImageId=690,L1.JPG,300.0,1a5dafc213610dff34ccddf408ffb186,300.0,False,VanDusen Botanical Gardens,607,https://covapp.vancouver.ca/PublicArtRegistry/ArtworkDetail.aspx?ArtworkId=607,Shaughnessy,Point,"[-123.134604, 49.239068]",Heide Dobler,VanDusen Botanical Garden Association (VBGA),523,5251 Oak Street,,Shaughnessy,Sculpture,Bronze,Cleghorn Family Landing,-123.134604,49.239068
127,public-art,5852d27be111c9dcd7cb97a612af8d1d732ca300,2020-06-22T10:31:46.074000+00:00,In place,,2015,application/octet-stream,aspx?AreaId=614&ImageId=655,LTrevor Mahovsky&Rhonda Weppler - Watch Seller - Img1 - Photo-BarbaraCole.JPG,300.0,36e8df4810ce6a607bd505af9730bbaa,300.0,False,Main Street-Science World Station,614,https://covapp.vancouver.ca/PublicArtRegistry/ArtworkDetail.aspx?ArtworkId=614,Downtown,Point,"[-123.100627, 49.273296]",Barbara Cole,Translink,389;508,Main Street and Terminal Avenue,,Downtown,Sculpture,,East Platform Plaza,-123.100627,49.273296
128,public-art,c8e69f3c0952551dfe8e03c5f881a2778572733e,2020-06-22T10:31:46.074000+00:00,In place,"This stained glass work is inspired by traditional Coast Salish woven cedar bard, and depicts a traditional eye motif. Here the eye represents the eyes of the people, past, present, and future. It was created and inspired by the Vancouver 2010 Olympic and Paralympic Winter Games. This work incorporates blue glass that was recycled from the site's previous ice rin.",2009,,,,,,,,Killarney Community Centre,619,https://covapp.vancouver.ca/PublicArtRegistry/ArtworkDetail.aspx?ArtworkId=619,Killarney,Point,"[-123.0443, 49.227641]",,City of Vancouver,417,6260 Killarney Street,,Killarney,Site-integrated work,Contemporary and vintage/recycled stained glass in wooden frame,Stained glass artwork in the window above the front door,-123.0443,49.227641
129,public-art,7c10ed7c30381edefb39353608c9a45c85c25567,2020-06-22T10:31:46.074000+00:00,In place,"Four thin bands of dichroic glass are embedded into the southeast and southwest facades of the tower. The glass changes colour depending on where one stands, in combination with the atmospheric and climatic conditions of the moment. During the weekdays, the lights are a soft shimmering pattern of green. On Fridays, Saturdays, and Sundays, the lights change to a very broad sequence of 23 different light shows.",2015,application/octet-stream,aspx?AreaId=621&ImageId=496,LAW621-1.jpg,300.0,2952d7d9dc77209a645ca3c10cdbd00f,300.0,False,Manulife Tower,621,https://covapp.vancouver.ca/PublicArtRegistry/ArtworkDetail.aspx?ArtworkId=621,Downtown,Point,"[-123.1233, 49.280167]",photo courtesy of the artist,Privately owned,114,980 Howe Street,"This art project challenges the existing chromatics of downtown Vancouver. In a city known for architecture of greys, muted greens and blues, the resulting mass of construction can appear monolithic and somber at times, with only the occasional splash of colour. When these colours do occur, they seem almost jarring - too powerful and unresponsive to changes in light and weather. ""Dichroic Vancouver"" introduces a set of colour-changing bands of glass to the new Manulife Financial office building. Four delicate lines of dichroic glass are integrated into the southeast and southwest facades to bring nuances of shifting colour to viewers. The hues are affected by climatic and light modulations in the sky. Like weather and emotion, all is in a constant state of change. Viewers witness surprising and changing conditions of light and colour; a welcome addition to a sometimes monochromatic city. ""Colour is a power which directly influences the soul."" - Wassily Kandisky, Concerning the Spiritual in Art",Downtown,Site-integrated work,,,-123.1233,49.280167
130,public-art,bf46177b4e2537c0e0ef6d553b9512708220b571,2020-06-22T10:31:46.074000+00:00,In place,"Southeast False Creek, the site of this work, was once a
hub of industry and processing, but has rapidly been
converted from a quasi-abandoned and contaminated
brownfield into a highly-designed, dense residential
neighbourhood. The word refined refers to both the
process of removing unwanted elements to create an
increasingly homogeneous and pure substance and also to
the perception of characteristics such as elegance,
sophistication, and urbanity. The artwork, Refined, draws
specifically on the forms and processes of salt purification
which used to take place in the building immediately
proximal to the site while exploring the overall
transformation of the neighbourhood itself.
The artwork is composed of five pure-white, conical
sculptures of varying heights that sit within a recessed pool
of recycled glass. During the day, the pure geometric forms
and angular shapes of the surrounding glass elements
catch and play with natural sunlight. At night, warm hued
lights, evocative of the colour of salt in its raw unrefined
state, cast a glow onto the artwork surfaces.",2016,application/octet-stream,aspx?AreaId=622&ImageId=658,LJill Anholt - Refined - Img1.JPG,300.0,de666fd624c954590b52fee9f9a94e42,300.0,False,Manitoba Plaza,622,https://covapp.vancouver.ca/PublicArtRegistry/ArtworkDetail.aspx?ArtworkId=622,Fairview,Point,"[-123.105572, 49.26994]",Michael Elkan Photography,Privately owned - Strata,83,1 - 88 West 1st Avenue,,Mount Pleasant,Sculpture,"Shotcrete, tumbled glass, Lighting",,-123.105572,49.26994
131,public-art,c3c016750bb035f4734cf4712329a06593f8e9bd,2020-06-22T10:31:46.074000+00:00,Under review,,2014,application/octet-stream,aspx?AreaId=633&ImageId=669,LDoug Taylor - Leaf Vane -  Photo by Doug Taylor.JPG,300.0,d632b8c97f7787d7b76df841dfe3d359,300.0,False,Performing Arts Lodge Garden Terrace,633,https://covapp.vancouver.ca/PublicArtRegistry/ArtworkDetail.aspx?ArtworkId=633,Downtown,,,Peter Wall,PAL Vancouver,236,300-581 Cardero Street,"""As metaphor for our environment, I chose to represent the vascular anatomy of the leaf for its potency as a renewable energy system of incredible efficiency. Clearly the ability to photsynthesize water, sunlight and CO2 into stored carbon energy while expiring oxygen to balance the biosphere is a process that enables our survival. The leaf is a biological converter of incredible capacity."" - Doug Taylor",,Sculpture,Stainless steel,Theatre Rooftop Garden / Floor 5,-123.1207,49.2827
132,public-art,a834b5e0a1bf1fe5e6156ed53bb72f968cb9ce25,2020-06-22T10:31:46.074000+00:00,Removed,"Janet Echelman created an ariel sculpture to celebrate the 30th anniversary of the TED Conferences taking place in Vancouver in 2014. The art installation was on display from March 17, 2014 through to May 14, 2014. Spanning over 700 feet, the sculpture will traverse over street, pedestrian plaza, and water from the roof of the Fairmont Waterfront to the roof of the Vancouver Convention Centre.",2014,application/octet-stream,aspx?AreaId=634&ImageId=500,LAW634-1.jpg,300.0,78c1442e3562e60e196c51afdb5128e1,300.0,False,,634,https://covapp.vancouver.ca/PublicArtRegistry/ArtworkDetail.aspx?ArtworkId=634,Downtown,,,photo credit Ema Peter,Janet Echelman,472,,,,Site-integrated work,"Twisted nylon, braided polyester, Honeywell Spectra fiber, and interactive, colored lighting",Outside of the Vancouver Convention Centre and the Fairmont Waterfront Hotel,-123.1207,49.2827
